0	12	3	48	5	80	50	0	64	81.41543579101562	79.17220306396484	
100	12	5	32	5	100	40	0	64	20.8380184173584	20.29637336730957	
101	4	5	24	3	100	60	0	64	95.30403900146484	84.35359954833984	
102	12	3	48	5	80	50	0	64	83.00970458984375	80.71538543701172	
103	12	3	48	3	80	60	0	64	20.8380184173584	20.29637336730957	
104	4	3	24	3	120	50	0	32	20.8380184173584	20.29637336730957	
105	12	5	48	5	80	50	0	128	20.8380184173584	20.29637336730957	
106	8	3	48	5	100	50	0	64	97.26111602783203	86.4895248413086	
107	4	5	48	3	100	50	0	256	20.8380184173584	20.29637336730957	
108	4	5	32	3	100	40	0	256	89.7751693725586	84.99744415283203	
109	8	3	24	5	100	40	0	32	85.07408905029297	80.7358169555664	
110	12	3	48	3	80	50	0	64	94.39447784423828	84.73173522949219	
111	12	3	24	5	100	40	0	64	91.91619873046875	84.91568756103516	
112	4	3	24	3	80	40	0	64	70.72048950195312	69.17731475830078	
113	8	5	24	3	80	50	0	64	95.40623474121094	86.30557250976562	
115	8	5	24	3	120	50	0	256	84.89013671875		81.04241180419922	
116	4	3	32	5	80	60	0	256	95.6872787475586	85.82524108886719	
117	4	3	48	5	80	40	0	128	67.91007232666016	66.87786865234375	
118	8	3	32	3	100	40	0	64	97.58814239501953	85.68216705322266	
11	12	3	24	5	100	60	0	64	20.8380184173584	20.29637336730957	
120	4	3	48	3	100	40	0	256	20.8380184173584	20.29637336730957	
121	12	5	32	5	100	40	0	128	20.8380184173584	20.29637336730957	
122	12	5	24	3	80	40	0	128	20.8380184173584	20.29637336730957	
123	12	5	24	3	120	60	0	64	96.78589630126953	87.04138946533203	
125	8	3	48	3	100	60	0	128	20.8380184173584	20.29637336730957	
126	8	3	48	5	100	50	0	256	20.8380184173584	20.29637336730957	
127	8	5	32	3	120	40	0	32	98.13490295410156	86.54061889648438	
128	12	3	32	3	80	50	0	32	92.23812103271484	84.35359954833984	
129	12	3	24	5	80	60	0	256	88.80429077148438	85.14051818847656	
12	4	3	48	5	100	40	0	64	97.03117370605469	86.44864654541016	
130	8	3	24	3	120	60	0	128	92.42207336425781	86.58150482177734	
134	4	3	32	5	120	40	0	128	91.80889129638672	85.42667388916016	
13	8	5	48	5	120	40	0	128	20.8380184173584	20.29637336730957	
145	12	3	32	5	120	60	0	128	20.8380184173584	20.29637336730957	
146	12	5	32	3	80	50	0	32	20.8380184173584	20.29637336730957	
147	12	3	48	5	100	60	0	128	96.01431274414062	87.31732177734375	
148	8	5	48	3	120	50	0	32	20.8380184173584	20.29637336730957	
14	8	5	48	3	120	40	0	64	93.7148666381836	84.12876892089844	
150	12	5	48	3	80	60	0	32	7.5319366455078125	7.511497497558594	
151	12	3	24	3	100	50	0	64	95.00255584716797	87.26622772216797	
153	8	5	48	5	100	50	0	64	96.24935913085938	85.30403900146484	
154	12	5	24	3	80	40	0	256	87.87940979003906	84.17986297607422	
155	12	5	24	3	100	50	0	128	20.8380184173584	20.29637336730957	
156	12	3	24	5	80	40	0	128	92.31476593017578	86.3873291015625	
157	8	3	48	3	120	60	0	64	97.78231811523438	87.15380096435547	
158	8	3	48	5	120	60	0	64	20.8380184173584	20.29637336730957	
15	8	5	32	5	100	40	0	256	20.8380184173584	20.29637336730957	
167	4	3	32	5	120	50	0	32	92.41185760498047	84.2411880493164	
168	8	5	24	5	80	50	0	128	20.8380184173584	20.29637336730957	
16	8	3	32	5	100	40	0	64	20.8380184173584	20.29637336730957	
171	12	3	24	5	100	60	0	128	93.56156921386719	86.59172058105469	
172	12	3	32	3	120	50	0	64	20.8380184173584	20.29637336730957	
173	8	3	32	5	120	40	0	32	85.48287963867188	81.58406066894531	
175	4	5	24	3	120	40	0	32	96.75523376464844	85.75370025634766	
176	8	3	48	3	80	40	0	64	20.8380184173584	20.29637336730957	
177	12	3	32	3	100	40	0	128	20.8380184173584	20.29637336730957	
178	8	5	32	3	120	60	0	256	90.9862060546875	85.40623474121094	
17	12	5	48	5	120	40	0	128	20.8380184173584	20.29637336730957	
180	12	5	48	3	120	60	0	32	98.32907104492188	86.5610580444336	
181	12	5	32	3	80	40	0	32	20.8380184173584	20.29637336730957	
182	8	5	48	3	100	60	0	32	97.9918212890625	85.8763427734375	
183	12	5	24	5	100	50	0	64	96.69902801513672	86.62238311767578	
184	12	3	24	5	80	40	0	32	20.8380184173584	20.29637336730957	
185	8	5	32	5	100	60	0	32	83.3878402709961	81.08329010009766	
186	8	5	24	5	120	40	0	256	96.34645080566406	86.32601165771484	
187	4	3	24	5	120	60	0	256	86.26469421386719	82.4527359008789	
18	4	3	48	5	100	50	0	256	76.68370056152344	73.81707000732422	
196	4	5	48	5	100	40	0	128	20.8380184173584	20.29637336730957	
19	12	3	32	3	100	60	0	128	20.8380184173584	20.29637336730957	
201	4	3	24	3	100	40	0	32	54.113441467285156	52.83597183227539	
202	8	5	32	3	100	50	0	32	97.78231811523438	86.46908569335938	
203	4	3	24	5	120	40	0	128	90.43433380126953	84.8237075805664	
204	4	3	24	3	100	60	0	128	84.38426208496094	79.19264221191406	
205	4	3	48	3	100	50	0	32	97.19979858398438	85.81502532958984	
206	12	3	32	3	120	50	0	128	20.8380184173584	20.29637336730957	
207	8	5	24	5	120	50	0	32	20.8380184173584	20.29637336730957	
208	8	3	48	5	80	60	0	32	20.8380184173584	20.29637336730957	
209	12	5	32	5	80	60	0	32	20.8380184173584	20.29637336730957	
20	8	5	24	3	120	40	0	64	96.09606170654297	85.47776794433594	
210	8	5	32	5	100	60	0	64	20.8380184173584	20.29637336730957	
211	8	3	48	5	80	50	0	32	20.8380184173584	20.29637336730957	
215	12	3	32	5	120	50	0	256	91.1395034790039	86.15227508544922	
216	4	3	48	3	100	50	0	128	92.72355651855469	86.44864654541016	
217	4	5	48	3	120	50	0	128	97.8538589477539	85.17118072509766	
218	8	3	32	5	120	60	0	64	97.17935180664062	86.88809204101562	
219	4	5	48	5	80	40	0	128	97.02606201171875	85.22228240966797	
21	4	3	32	5	120	40	0	256	20.8380184173584	20.29637336730957	
220	12	3	48	5	100	40	0	32	20.8380184173584	20.29637336730957	
221	8	5	32	5	120	60	0	32	97.48084259033203	85.78436279296875	
