id filter_num1 kernel_size1 filter_num2 kernel_size2 hidden_layer1 hidden_layer2 learning_rate batch_size train_accuracy validation_accuracy time/s
2340 8 3 80 3 120 20 0.01 128 58.85028076171875 58.71231460571289 1409.9139688014984
2341 12 3 80 5 200 40 0.0001 256 77.02606201171875 76.20848083496094 1616.6161479949951
2342 16 3 64 3 120 20 0.0002 128 84.80326843261719 82.25856018066406 1472.7294766902924
2343 12 5 64 3 160 20 0.001 32 97.84364318847656 85.83546447753906 1832.8533968925476
2344 16 3 80 5 160 20 0.002 16 64.35359954833984 62.57537078857422 3453.572768688202
2345 4 5 48 5 200 20 0.001 256 93.61778259277344 86.42820739746094 1127.8611423969269
2346 16 3 64 3 120 60 0.0005 32 98.0735855102539 87.39907836914062 1608.5732834339142
2347 8 5 64 5 200 60 0.01 256 20.8380184173584 20.29637336730957 1558.8668415546417
2348 12 3 64 5 160 20 0.002 512 89.85692596435547 85.57997131347656 2030.0933530330658
2349 16 5 32 5 160 20 0.01 16 20.8380184173584 20.29637336730957 1936.2731878757477
235 16 5 32 5 200 60 0.01 128 20.8380184173584 20.29637336730957 1650.8794322013855
2350 8 5 32 3 160 20 0.005 16 51.543174743652344 49.698516845703125 1191.1678881645203
2351 4 5 80 5 200 40 0.0002 32 93.23965454101562 86.22380828857422 1414.3158152103424
2352 4 3 80 3 200 40 0.0002 16 94.00102233886719 86.81655883789062 1468.7539508342743
2353 8 5 48 3 160 20 0.0002 16 93.20388793945312 86.14205169677734 1388.0597813129425
2354 4 3 48 5 160 40 0.002 32 95.44200134277344 84.55799865722656 1282.2881727218628
2355 12 5 32 5 160 40 0.002 32 87.12825775146484 81.91108703613281 1554.846337556839
2356 8 3 48 3 200 60 0.0005 32 97.16913604736328 87.91006469726562 1164.816274881363
2357 16 5 64 5 200 60 0.002 64 86.9034194946289 83.23965454101562 2375.6739625930786
2358 12 3 80 5 200 40 0.001 64 97.78742980957031 86.7450180053711 2549.048534631729
2359 4 3 64 3 160 60 0.0005 256 87.77720642089844 84.79305267333984 945.6299815177917
236 4 3 64 3 200 40 0.0005 128 89.3357162475586 84.49667358398438 1120.8842496871948
2360 16 5 48 5 200 20 0.001 256 94.23607635498047 86.8983154296875 1891.5806617736816
2361 16 3 48 5 160 60 0.0002 512 78.12979125976562 77.43485260009766 1968.7938103675842
2362 4 3 80 3 160 20 0.0001 16 87.3786392211914 83.8323974609375 1561.8695375919342
2363 4 5 48 5 200 60 0.0001 128 81.28768920898438 80.09197998046875 898.7111945152283
2364 12 3 48 5 120 20 0.0005 16 97.63924407958984 86.76545715332031 1524.668307542801
2365 16 5 48 3 160 60 0.0001 256 76.5406265258789 75.11497497558594 1388.345246553421
2366 16 3 80 3 160 40 0.0001 512 69.65763854980469 68.59478759765625 1859.8489634990692
2367 12 3 48 3 200 60 0.001 128 96.6121597290039 87.4808349609375 1257.9672634601593
2368 4 3 64 3 160 40 0.01 128 60.224830627441406 60.28615188598633 1069.6649370193481
2369 12 5 80 3 200 40 0.005 512 93.90393829345703 85.57997131347656 2476.889625310898
237 4 3 48 5 120 60 0.002 128 98.20133209228516 86.42820739746094 989.7297270298004
2370 8 5 64 3 120 60 0.001 512 90.49565887451172 85.620849609375 1419.4935774803162
2371 8 3 48 3 200 60 0.01 512 87.58814239501953 82.6571273803711 596.5464880466461
2372 4 3 80 3 160 20 0.002 16 88.17578125 81.61471557617188 1561.137625694275
2373 12 5 48 5 200 60 0.002 128 97.76187896728516 86.98007202148438 1876.5670013427734
2374 8 3 64 3 160 20 0.0001 256 70.8840103149414 69.86203002929688 1970.589038848877
2375 8 5 80 3 200 60 0.0005 256 90.1379623413086 85.2120590209961 1226.502638578415
2376 16 3 48 3 120 60 0.002 256 96.80633544921875 87.35820007324219 1160.312061548233
2377 12 5 80 5 120 20 0.0001 64 83.97547149658203 81.49208068847656 1830.984296321869
2378 8 5 32 5 160 40 0.0002 64 88.42616271972656 84.94635009765625 1198.4292905330658
2379 12 5 80 5 120 20 0.002 32 73.97036743164062 72.63157653808594 3512.715692281723
238 12 5 32 5 160 60 0.01 512 20.8380184173584 20.29637336730957 1404.4872221946716
2380 12 3 32 3 200 40 0.01 256 20.8380184173584 20.29637336730957 858.3581800460815
2381 8 3 80 5 120 60 0.001 128 98.0735855102539 87.78742980957031 2001.1703934669495
2382 8 3 64 3 200 40 0.0002 128 85.52886962890625 83.45426940917969 1347.2181322574615
2383 8 5 32 5 120 20 0.0002 512 65.82013702392578 65.35513305664062 1195.2255113124847
2384 8 5 48 3 160 40 0.0001 16 89.36126708984375 85.52886962890625 1396.0611629486084
2385 8 5 64 5 120 40 0.001 128 97.19979858398438 86.70413970947266 1519.3466279506683
2386 8 5 48 5 160 40 0.0005 512 84.49667358398438 82.08482360839844 1285.488427400589
2387 12 5 80 5 200 60 0.0001 256 78.28820037841797 76.77056884765625 2509.7759165763855
2388 12 5 80 3 120 20 0.002 256 97.21001434326172 86.8983154296875 1507.4949724674225
2389 16 5 80 3 160 60 0.01 512 20.8380184173584 20.29637336730957 1952.7546150684357
239 8 5 80 3 200 40 0.01 64 20.8380184173584 20.29637336730957 1403.3950984477997
2390 4 3 80 3 120 60 0.0002 64 87.91517639160156 84.83393096923828 1213.4706757068634
2391 4 3 48 5 160 40 0.0005 16 97.56259155273438 86.0296401977539 1347.8588757514954
2392 8 3 80 3 200 60 0.0005 256 90.41900634765625 86.46908569335938 1339.2671682834625
2393 16 3 48 5 200 60 0.0005 32 97.72100830078125 86.98007202148438 2154.2543108463287
2394 8 3 48 3 200 40 0.01 128 62.80531311035156 61.451202392578125 1033.370498418808
2395 12 5 64 5 160 20 0.01 256 20.8380184173584 20.29637336730957 1960.0117375850677
2396 4 3 32 5 200 40 0.01 64 20.8380184173584 20.29637336730957 1002.1766216754913
2397 8 5 32 5 120 60 0.002 512 93.19877624511719 86.82677459716797 1138.216826915741
2398 8 3 32 5 160 60 0.0001 128 77.78742980957031 76.98518371582031 628.5264728069305
2399 12 5 64 5 200 20 0.0005 128 92.60092163085938 86.21359252929688 2032.9418642520905
24 16 3 32 5 160 20 0.0002 64 85.99897766113281 83.41338348388672 1610.6782457828522
240 4 3 64 5 200 60 0.001 64 98.52324676513672 86.15227508544922 1288.5712513923645
2400 12 5 64 5 160 20 0.01 512 20.8380184173584 20.29637336730957 2222.81241440773
2401 12 3 48 3 120 60 0.0001 16 87.89984893798828 85.34491729736328 1509.7498831748962
2402 16 3 32 3 120 40 0.0005 16 98.0735855102539 87.77720642089844 1383.0165040493011
2403 4 3 64 3 200 40 0.0001 64 82.72866821289062 81.46141815185547 1144.0720794200897
2404 4 3 80 5 120 40 0.0001 256 73.16300201416016 72.03883361816406 913.0405826568604
2405 12 3 48 5 200 60 0.0001 32 87.24066925048828 84.87480926513672 1306.117355108261
2406 16 5 48 3 200 60 0.005 256 91.6862564086914 85.16095733642578 1408.5633277893066
2407 16 3 48 3 120 40 0.01 256 20.8380184173584 20.29637336730957 1254.3416168689728
2408 16 5 64 3 120 40 0.005 256 89.95401000976562 84.31272888183594 1456.5367004871368
2409 12 3 32 5 160 40 0.005 32 20.8380184173584 20.29637336730957 2689.4040009975433
241 12 3 32 5 160 20 0.01 128 20.8380184173584 20.29637336730957 1300.3611874580383
2410 12 3 48 5 200 20 0.002 64 92.70822143554688 85.70260620117188 1341.0335676670074
2411 4 5 48 5 200 20 0.005 256 95.20695495605469 85.4675521850586 956.3249640464783
2412 8 5 80 3 200 20 0.002 32 87.74143981933594 82.7797622680664 1540.1626954078674
2413 4 3 80 3 200 40 0.002 64 98.12467956542969 84.3433837890625 1196.1687936782837
2414 16 5 80 3 200 40 0.002 32 79.14154815673828 76.85232543945312 1954.919605255127
2415 12 5 32 5 200 60 0.0005 64 95.48287963867188 87.09249114990234 1468.2492604255676
2416 8 5 32 3 200 20 0.01 512 63.23965072631836 62.565147399902344 929.7314267158508
2417 12 5 48 5 120 20 0.002 128 96.5406265258789 86.31578826904297 1847.037160396576
2418 12 3 48 5 120 60 0.01 64 20.8380184173584 20.29637336730957 2180.7937138080597
2419 8 3 64 5 200 60 0.0001 32 87.45529174804688 84.69084930419922 1215.1074674129486
242 4 3 64 3 160 20 0.0001 64 80.37812805175781 78.93714904785156 1014.7685687541962
2420 8 3 48 5 120 60 0.01 64 20.8380184173584 20.29637336730957 1079.3042335510254
2421 12 5 80 5 120 20 0.005 512 20.8380184173584 20.29637336730957 2240.1631786823273
2422 4 5 32 5 120 40 0.0005 64 91.04751586914062 84.90547180175781 970.4222159385681
2423 12 3 48 3 200 40 0.0001 16 88.97802734375 85.81502532958984 1609.300709247589
2424 12 3 80 3 120 40 0.001 128 97.40419006347656 87.6341323852539 1269.0888891220093
2425 8 3 80 5 160 40 0.002 16 78.48748016357422 76.92386627197266 3692.7906110286713
2426 16 3 48 3 120 40 0.005 16 50.965763092041016 50.38323974609375 1590.3431403636932
2427 8 5 80 5 120 20 0.001 512 89.44303131103516 84.598876953125 1742.2772026062012
2428 16 5 80 3 120 20 0.002 512 92.76443481445312 85.75370025634766 1413.665439605713
2429 8 5 32 5 120 40 0.005 64 69.68318939208984 69.00357818603516 675.9970335960388
243 4 5 64 5 160 20 0.01 32 20.8380184173584 20.29637336730957 1585.2004568576813
2430 12 5 80 3 200 20 0.0001 16 91.24169158935547 85.9478759765625 3191.2676787376404
2431 8 3 48 5 200 20 0.001 32 98.04803466796875 86.32601165771484 1760.4933257102966
2432 16 5 32 3 200 40 0.0002 256 83.03014373779297 81.58406066894531 1330.473281621933
2433 12 3 32 3 160 60 0.001 32 98.21665954589844 87.33776092529297 1210.787276506424
2434 4 3 80 3 160 60 0.0001 64 83.34695434570312 82.0746078491211 1130.301352262497
2435 12 3 48 3 160 20 0.0002 512 69.78538513183594 69.21818542480469 1693.5520808696747
2436 8 3 32 5 120 60 0.0002 64 86.73479461669922 83.89371490478516 1155.8528680801392
2437 16 3 80 3 160 60 0.0002 128 88.2064437866211 85.32447814941406 1697.9197328090668
2438 12 3 32 3 200 60 0.01 512 20.8380184173584 20.29637336730957 1081.3987720012665
2439 12 5 80 5 200 60 0.002 256 98.17578125 87.26622772216797 2883.7404940128326
244 8 5 32 3 200 40 0.002 128 98.06846618652344 86.70413970947266 909.4800202846527
2440 4 3 64 3 120 60 0.0005 128 90.33213806152344 85.48799133300781 814.0449323654175
2441 8 3 32 5 160 40 0.0002 64 86.77568054199219 83.76085662841797 1121.5765461921692
2442 4 3 32 5 160 40 0.001 16 98.35973358154297 86.1624984741211 1155.363166809082
2443 12 5 80 3 160 40 0.005 128 72.7439956665039 71.53807067871094 931.6571757793427
2444 4 5 80 3 120 60 0.001 128 96.47419738769531 86.7450180053711 1060.7141819000244
2445 12 5 32 5 160 20 0.0005 256 87.06694030761719 83.70975494384766 1319.0658888816833
2446 8 5 80 3 120 60 0.001 16 97.79254150390625 85.23249816894531 1536.9456005096436
2447 12 5 32 5 160 40 0.005 64 68.03270721435547 68.08380126953125 1502.2254276275635
2448 8 5 48 3 200 20 0.005 512 94.16964721679688 85.16095733642578 1284.5440576076508
2449 4 3 64 3 120 60 0.0002 512 74.4609146118164 73.29586029052734 949.1703248023987
245 16 3 80 3 200 20 0.001 32 98.71231079101562 86.62238311767578 1087.6373238563538
2450 8 3 32 5 120 60 0.002 32 95.22227478027344 84.7521743774414 1124.6368567943573
2451 12 5 64 3 120 20 0.0005 512 82.774658203125 80.50076293945312 915.1412408351898
2452 12 3 64 3 120 40 0.01 16 20.8380184173584 20.29637336730957 1918.3374853134155
2453 8 5 32 5 120 60 0.0002 512 73.796630859375 72.7439956665039 1058.947934627533
2454 16 3 80 3 200 20 0.001 256 93.576904296875 86.37710571289062 1406.6612350940704
2455 4 5 32 5 160 40 0.0001 16 87.84874725341797 84.57843780517578 1171.6704907417297
2456 4 5 32 3 200 40 0.0002 32 88.92692565917969 84.57843780517578 550.8544645309448
2457 4 5 64 5 160 60 0.0002 64 89.73939514160156 85.16095733642578 1615.8682596683502
2458 16 3 80 3 120 60 0.002 16 78.75830841064453 76.47419738769531 2973.26913189888
2459 16 5 64 5 120 20 0.005 128 63.70975875854492 63.413387298583984 2242.2712876796722
246 4 3 32 3 160 20 0.01 128 67.23045349121094 66.5610580444336 857.903760433197
2460 12 5 64 3 160 20 0.0002 512 72.9483871459961 71.53807067871094 1241.5489931106567
2461 16 5 48 5 160 60 0.0005 32 97.82319641113281 87.45018005371094 2189.608486175537
2462 8 3 48 5 200 20 0.0001 32 84.38426208496094 82.03372192382812 1540.5102927684784
2463 12 5 64 5 200 20 0.0001 64 81.44609069824219 79.03934478759766 1743.2613911628723
2464 12 3 80 3 120 40 0.0005 64 95.73837280273438 87.54216003417969 1653.9556550979614
2465 16 5 80 5 120 60 0.01 512 20.8380184173584 20.29637336730957 2537.215719938278
2466 16 3 64 3 120 40 0.001 64 98.34440612792969 87.18446350097656 865.3777530193329
2467 16 3 32 5 120 20 0.0005 128 90.26571655273438 86.11139678955078 1217.0073873996735
2468 8 5 80 5 120 60 0.0005 256 90.72048950195312 85.65150451660156 1719.8832187652588
2469 12 3 80 5 120 20 0.002 16 20.8380184173584 20.29637336730957 3037.730568885803
247 12 3 48 5 160 20 0.005 32 20.8380184173584 20.29637336730957 1810.1580951213837
2470 12 3 32 5 120 40 0.001 64 96.7450180053711 86.54061889648438 839.9630990028381
2471 4 3 48 3 160 20 0.005 512 93.3214111328125 85.45732879638672 863.6438093185425
2472 8 5 80 5 200 40 0.005 16 20.8380184173584 20.29637336730957 2017.182362794876
2473 4 5 80 5 120 60 0.0001 512 68.04802703857422 67.7669906616211 1257.7447338104248
2474 8 5 32 3 200 40 0.01 256 63.64332962036133 62.94327926635742 903.8964393138885
2475 8 3 80 5 200 40 0.001 256 95.76392364501953 87.60346984863281 1901.3936703205109
2476 16 3 64 5 200 20 0.001 256 94.61931610107422 87.36842346191406 1458.4630546569824
2477 4 3 80 3 120 20 0.002 16 91.41032409667969 83.58712005615234 1518.4754993915558
2478 4 3 48 3 120 60 0.0001 16 86.22891998291016 83.73019409179688 1283.340312242508
2479 8 3 80 3 160 40 0.001 64 98.8042984008789 87.7669906616211 1259.5379402637482
248 16 5 48 3 200 20 0.005 16 20.8380184173584 20.29637336730957 1860.9764320850372
2480 8 3 64 5 160 60 0.0001 512 70.90955352783203 70.19928741455078 3450.195739030838
2481 4 3 32 5 200 40 0.001 32 97.8385238647461 86.25447082519531 1031.25821185112
2482 12 3 48 3 200 40 0.01 128 20.8380184173584 20.29637336730957 1286.2942950725555
2483 12 3 64 5 200 20 0.005 256 77.64945983886719 76.31068420410156 2022.2620656490326
2484 4 5 64 5 120 20 0.001 512 87.77210235595703 83.71997833251953 1215.3882458209991
2485 8 5 80 5 160 40 0.0001 16 91.92642211914062 86.24424743652344 2322.854334831238
2486 8 5 48 3 200 20 0.001 256 93.51558685302734 86.6121597290039 1052.9842352867126
2487 16 3 48 3 120 20 0.005 256 94.42002868652344 85.07920837402344 1163.611300945282
2488 4 5 80 3 120 60 0.0002 128 85.01788330078125 82.37097930908203 989.9778482913971
2489 8 3 48 3 160 60 0.0005 16 98.30352783203125 87.01072692871094 793.0012376308441
249 8 3 48 3 200 60 0.001 256 92.80531311035156 87.23556518554688 1051.9603774547577
2490 8 3 64 5 200 60 0.001 256 94.72662353515625 86.9698486328125 1021.7545909881592
2491 8 3 64 3 200 60 0.0002 256 83.39805603027344 81.55339813232422 1139.332745552063
2492 4 3 64 3 200 40 0.005 128 92.97393798828125 83.68932342529297 1113.8281495571136
2493 4 3 32 3 120 40 0.0005 32 92.554931640625 85.79458618164062 868.27734375
2494 8 5 48 5 120 60 0.0005 256 88.80429077148438 85.01788330078125 736.2103970050812
2495 16 3 64 3 200 40 0.002 256 98.44660186767578 87.97138214111328 1898.132138967514
2496 4 5 48 5 200 20 0.002 512 93.84772491455078 86.60194396972656 988.4844896793365
2497 16 5 64 3 160 20 0.001 128 97.7720947265625 87.33776092529297 1439.2508063316345
2498 8 3 80 5 200 60 0.002 32 89.92335510253906 83.44404602050781 2047.5268821716309
2499 4 3 64 3 160 60 0.002 512 92.335205078125 86.03985595703125 1023.5019488334656
25 16 3 32 3 160 20 0.002 32 95.33980560302734 85.5901870727539 1271.5928363800049
250 4 5 80 3 160 60 0.0002 16 94.91058349609375 87.2560043334961 1621.2433652877808
2500 4 5 64 5 120 20 0.0005 16 97.02606201171875 85.69239044189453 1532.486171245575
2501 4 5 32 3 200 40 0.01 128 56.12672424316406 56.10628890991211 854.8397662639618
2502 16 5 80 5 200 40 0.0002 16 97.57281494140625 87.43995666503906 3969.4969165325165
2503 4 5 80 3 160 60 0.001 256 94.55288696289062 86.69391632080078 1104.9609327316284
2504 12 5 80 5 160 60 0.005 32 20.8380184173584 20.29637336730957 2817.2593245506287
2505 4 3 64 5 160 20 0.002 128 98.94225311279297 86.55084228515625 1257.1278111934662
2506 16 5 32 3 120 60 0.0002 16 92.7439956665039 86.55084228515625 1449.271112203598
2507 8 5 32 5 120 20 0.0001 16 86.23914337158203 82.98416137695312 783.7600193023682
2508 12 3 48 5 160 60 0.002 16 82.68778991699219 81.06285095214844 2001.4308910369873
2509 16 5 48 3 200 40 0.01 64 20.8380184173584 20.29637336730957 1466.7199585437775
251 12 3 32 5 200 20 0.0005 16 97.1231460571289 87.02095031738281 1809.0102961063385
2510 12 3 64 3 120 20 0.0002 32 89.36126708984375 85.2120590209961 1542.5730941295624
2511 16 5 80 5 200 20 0.0005 512 84.5171127319336 82.0439453125 2724.177866458893
2512 16 5 48 5 160 40 0.001 32 97.45018005371094 86.80633544921875 2317.240115880966
2513 16 5 80 3 120 60 0.0001 64 87.10781860351562 84.31272888183594 1870.552696466446
2514 8 5 48 5 120 20 0.001 256 91.47675323486328 84.91568756103516 853.7083504199982
2515 12 5 48 3 120 60 0.0005 32 97.8896255493164 87.29688262939453 1481.4662084579468
2516 4 3 80 3 200 40 0.0001 32 85.79969787597656 83.3214111328125 797.0784070491791
2517 4 5 64 3 200 60 0.002 16 86.99539947509766 82.10526275634766 1579.7173190116882
2518 16 3 80 5 200 20 0.001 256 95.54930877685547 87.78742980957031 2639.8752567768097
2519 4 3 80 3 120 20 0.0005 32 96.22891998291016 86.30557250976562 1287.208347082138
252 16 5 48 5 120 40 0.01 16 20.8380184173584 20.29637336730957 2338.5155813694
2520 4 3 80 3 120 20 0.001 128 94.9923324584961 86.37710571289062 1145.9428622722626
2521 12 3 32 3 120 20 0.005 64 79.97444915771484 78.73274993896484 1256.6883041858673
2522 12 3 64 5 160 40 0.01 256 20.8380184173584 20.29637336730957 3482.8946101665497
2523 8 3 64 3 120 20 0.005 128 90.11752319335938 84.48645782470703 1214.0435631275177
2524 12 5 32 3 120 40 0.01 16 20.8380184173584 20.29637336730957 1268.714433670044
2525 4 3 48 3 160 60 0.001 64 96.52018737792969 86.42820739746094 802.6031501293182
2526 12 3 48 3 200 40 0.001 512 89.12110137939453 85.96832275390625 1433.9116151332855
2527 16 5 64 3 200 40 0.002 128 98.18599700927734 86.44864654541016 1678.3915905952454
2528 8 3 80 5 120 60 0.01 256 20.8380184173584 20.29637336730957 1663.0376851558685
2529 16 5 80 5 120 40 0.0002 128 88.49769592285156 85.12007904052734 2499.021166563034
253 12 5 48 5 200 60 0.005 64 20.8380184173584 20.29637336730957 1887.6033282279968
2530 12 5 48 5 160 20 0.01 128 20.8380184173584 20.29637336730957 2936.0865347385406
2531 12 3 32 3 200 20 0.0001 64 78.28820037841797 77.31221008300781 1086.6068210601807
2532 16 5 80 3 120 20 0.0002 32 92.64179992675781 85.82524108886719 1936.8802061080933
2533 8 3 80 5 160 40 0.0005 512 86.10628509521484 83.28053283691406 1756.9155769348145
2534 8 3 32 3 120 20 0.0005 32 93.31118774414062 86.8676528930664 1002.9802205562592
2535 4 5 48 5 160 20 0.0002 512 68.67143249511719 68.11445617675781 1062.8318254947662
2536 8 5 48 5 120 20 0.0005 256 86.6121597290039 83.01481628417969 1730.3187863826752
2537 12 3 32 5 160 20 0.0002 32 88.86560821533203 85.41645050048828 1558.5622041225433
2538 16 5 80 3 200 20 0.005 512 20.8380184173584 20.29637336730957 1849.520928144455
2539 8 5 32 3 120 40 0.0005 256 87.82319641113281 84.83393096923828 886.3233590126038
254 8 5 32 3 160 40 0.005 128 92.70822143554688 84.92591094970703 823.1482784748077
2540 8 5 64 3 120 60 0.005 128 84.4455795288086 80.30658721923828 942.6807911396027
2541 16 5 64 3 200 40 0.001 16 96.95452117919922 86.1318359375 1652.5773799419403
2542 4 3 80 3 200 60 0.005 32 64.7010726928711 63.53602600097656 1291.826471567154
2543 16 3 48 3 120 20 0.002 128 97.71588897705078 87.04138946533203 1555.1461997032166
2544 16 3 48 5 200 40 0.01 256 20.8380184173584 20.29637336730957 1548.4940717220306
2545 8 5 64 5 160 20 0.001 512 89.28461456298828 84.52733612060547 2165.7026660442352
2546 8 5 64 3 200 40 0.01 32 20.8380184173584 20.29637336730957 1391.2806494235992
2547 4 5 32 5 120 40 0.005 256 96.8318862915039 85.99897766113281 956.3133776187897
2548 4 3 48 3 160 60 0.002 16 95.99897766113281 84.42514038085938 1478.4918456077576
2549 8 5 48 5 160 60 0.0001 16 90.02043914794922 85.78436279296875 1574.9941132068634
255 8 5 64 5 160 60 0.0001 128 82.84619140625 81.18549346923828 1550.0116219520569
2550 8 5 48 3 200 20 0.0001 64 80.91976928710938 79.0802230834961 1066.9057927131653
2551 12 3 32 3 120 40 0.005 16 20.8380184173584 20.29637336730957 2011.9035606384277
2552 4 3 80 5 200 20 0.01 128 20.8380184173584 20.29637336730957 1356.7837936878204
2553 12 3 64 5 160 20 0.001 256 93.12212371826172 86.85742950439453 2221.336779356003
2554 12 5 48 5 160 60 0.0001 128 80.27082061767578 78.85539245605469 1740.9092988967896
2555 16 5 80 5 200 60 0.01 512 20.8380184173584 20.29637336730957 3430.8437275886536
2556 8 5 48 3 200 20 0.01 32 20.8380184173584 20.29637336730957 2396.650904893875
2557 16 5 64 5 200 20 0.01 512 20.8380184173584 20.29637336730957 2265.9442269802094
2558 16 3 32 5 200 60 0.0005 256 88.95247650146484 85.76392364501953 1613.1113576889038
2559 8 5 64 3 200 20 0.0002 32 91.6351547241211 85.77413940429688 2754.404137611389
256 16 5 80 3 120 60 0.01 64 20.8380184173584 20.29637336730957 1651.073504447937
2560 16 5 64 5 120 40 0.01 512 20.8380184173584 20.29637336730957 2256.256255865097
2561 16 3 48 5 120 40 0.001 64 98.17578125 86.69391632080078 1783.0309085845947
2562 12 3 80 3 160 60 0.002 256 97.4093017578125 87.61369323730469 1531.7478530406952
2563 16 5 80 5 120 20 0.002 128 94.75728607177734 85.90699768066406 2738.469821691513
2564 4 3 80 5 160 60 0.01 16 20.8380184173584 20.29637336730957 3074.4040489196777
2565 8 3 64 3 200 60 0.0002 64 89.36637878417969 86.01941680908203 1223.4448416233063
2566 8 5 80 5 120 60 0.001 512 91.12928009033203 85.5901870727539 1660.6644620895386
2567 16 3 80 3 200 40 0.0005 64 97.55237579345703 88.00204467773438 1587.364765405655
2568 12 5 64 3 200 60 0.002 128 98.2115478515625 86.642822265625 1437.5162115097046
2569 12 3 32 3 200 60 0.0001 64 82.97904968261719 81.79867553710938 631.9009075164795
257 16 5 48 5 200 40 0.002 256 96.90342712402344 87.21512603759766 1584.0977294445038
2570 4 5 48 5 160 20 0.001 128 95.61063385009766 86.53040313720703 1097.7672846317291
2571 4 5 48 3 120 40 0.0005 32 95.8456802368164 86.57128143310547 1457.4706737995148
2572 16 3 64 5 200 60 0.0002 32 94.21052551269531 87.77720642089844 2443.8264989852905
2573 12 3 48 5 120 60 0.001 128 96.2697982788086 87.54216003417969 2186.4103996753693
2574 12 5 32 3 200 60 0.01 512 20.8380184173584 20.29637336730957 1054.7417056560516
2575 16 3 64 5 160 20 0.005 512 80.75625610351562 79.54010772705078 2091.1948523521423
2576 16 3 48 5 120 60 0.005 256 20.8380184173584 20.29637336730957 2094.966963291168
2577 4 3 32 3 120 40 0.005 128 96.98007202148438 85.27337646484375 688.2242107391357
2578 12 3 48 3 200 20 0.002 512 92.01329040527344 86.642822265625 1269.1616921424866
2579 4 3 64 3 200 20 0.0001 16 86.423095703125 82.9637222290039 1487.91450881958
258 4 5 32 5 120 60 0.0005 512 83.05058288574219 81.18549346923828 719.3599643707275
2580 16 3 80 3 120 20 0.0002 16 94.15943145751953 85.4675521850586 2128.6822056770325
2581 16 5 32 3 120 20 0.0002 64 87.65968322753906 84.26162719726562 1267.695883989334
2582 4 5 80 5 120 20 0.002 64 95.8099136352539 84.42514038085938 1424.624216079712
2583 16 3 64 5 200 60 0.001 16 96.28512573242188 85.5901870727539 2628.7753257751465
2584 8 5 32 5 120 60 0.002 32 94.55799102783203 85.42667388916016 1246.321430683136
2585 12 5 48 5 120 40 0.0002 32 91.0577392578125 85.68216705322266 1704.961698293686
2586 16 5 80 3 120 20 0.0005 64 96.70413970947266 87.20490264892578 2200.700490951538
2587 8 5 64 3 120 20 0.001 16 97.12825775146484 85.05876159667969 1593.8118574619293
2588 12 3 80 5 200 60 0.002 512 94.91058349609375 87.34798431396484 2744.7175261974335
2589 12 3 48 5 160 60 0.005 256 90.14308166503906 83.41338348388672 3645.1875660419464
259 16 3 64 3 200 20 0.005 256 91.7577896118164 84.91568756103516 1490.6119527816772
2590 16 5 64 5 120 60 0.0002 32 94.0214614868164 87.15380096435547 2513.567650079727
2591 12 5 32 5 120 40 0.0005 32 95.52376556396484 86.43842315673828 1435.3271112442017
2592 4 5 48 3 120 20 0.002 64 96.642822265625 84.86458587646484 970.1491496562958
2593 12 5 32 5 160 60 0.0001 16 89.39703369140625 85.47776794433594 1633.4887948036194
2594 12 3 48 5 200 40 0.0005 16 98.2115478515625 87.10271453857422 2168.2406725883484
2595 8 5 80 3 160 60 0.0005 16 99.05978393554688 87.09249114990234 1738.2271802425385
2596 8 3 48 3 200 60 0.001 32 98.41593933105469 86.85742950439453 1424.0135397911072
2597 12 3 80 3 120 40 0.001 32 98.8247299194336 86.46908569335938 1684.8379163742065
2598 16 3 32 5 120 40 0.005 64 70.10730743408203 69.02401733398438 1835.8446609973907
2599 4 5 64 5 200 60 0.0001 128 81.52273559570312 80.18395233154297 1305.7239210605621
26 12 3 48 5 120 40 0.001 256 92.71334075927734 86.9289779663086 1597.322542667389
260 12 3 80 3 120 20 0.001 512 86.8983154296875 83.60755920410156 1547.8125660419464
2600 12 3 80 5 120 60 0.01 256 20.8380184173584 20.29637336730957 2157.5322194099426
2601 16 5 80 3 160 40 0.002 512 96.17782592773438 87.01072692871094 1810.1580874919891
2602 8 5 32 3 120 20 0.01 128 20.8380184173584 20.29637336730957 894.748382806778
2603 4 3 64 3 200 40 0.0002 32 89.27951049804688 85.2120590209961 1278.431526184082
2604 4 5 64 5 200 60 0.0005 32 97.83341979980469 87.13336944580078 1892.6669192314148
2605 8 5 32 5 120 20 0.001 512 84.81348419189453 81.3081283569336 1043.9506242275238
2606 8 5 48 3 160 20 0.001 32 96.7450180053711 85.64128875732422 1246.8336980342865
2607 12 5 48 5 120 60 0.001 16 95.47266387939453 84.47624206542969 2058.890643596649
2608 8 5 48 3 200 40 0.01 128 20.8380184173584 20.29637336730957 854.4809875488281
2609 4 5 48 5 160 60 0.002 64 98.00204467773438 85.620849609375 1212.3154516220093
261 4 3 80 3 120 60 0.001 64 98.47215270996094 86.27490997314453 1105.1111600399017
2610 12 3 80 5 200 40 0.001 512 88.21665954589844 84.57843780517578 2630.6746332645416
2611 12 5 48 3 160 60 0.005 64 71.71179962158203 70.94532012939453 1301.7690517902374
2612 8 5 80 3 120 20 0.0005 128 91.29790496826172 85.70260620117188 932.1045088768005
