id,filter_num1,kernel_size1,filter_num2,kernel_size2,hidden_layer1,hidden_layer2,learning_rate,batch_size,train_accuracy,validation_accuracy
51,12,5,24,3,100,40,0.003,128,95.9938736,85.42667389
521,8,5,48,3,100,60,0.001,32,97.99182129,85.87634277
523,4,5,48,5,100,60,0.01,256,76.67858887,75.11497498
527,8,3,48,5,80,40,0.003,256,98.12467957,86.56105804
528,4,3,48,3,80,60,0.03,64,20.83801842,20.29637337
529,12,5,24,3,100,40,0.001,64,95.48287964,86.30557251
52,12,3,32,3,120,60,0.01,64,20.83801842,20.29637337
530,12,5,32,3,120,40,0.01,64,20.83801842,20.29637337
532,12,5,32,3,120,50,0.03,128,20.83801842,20.29637337
533,8,3,32,5,120,40,0.001,64,95.46244049,85.73326111
534,8,3,48,5,100,60,0.01,256,20.83801842,20.29637337
535,12,3,32,3,120,60,0.003,64,95.26316071,85.17118073
536,4,5,32,5,120,40,0.01,256,77.71078491,75.78947449
53,12,5,32,5,120,50,0.001,256,92.85641479,86.27490997
541,4,3,48,5,100,60,0.03,256,20.83801842,20.29637337
542,4,5,32,5,100,60,0.003,32,88.56923676,82.98416138
543,12,3,48,3,120,60,0.01,128,20.83801842,20.29637337
545,12,5,24,3,120,60,0.001,32,98.17066956,86.63260651
546,12,5,24,5,120,40,0.001,128,95.10475159,86.86765289
548,12,5,24,3,80,40,0.001,32,95.85079193,85.76392365
549,12,5,24,5,100,40,0.003,128,92.7797699,84.41492462
54,4,5,24,5,100,50,0.03,128,20.83801842,20.29637337
551,4,3,48,5,120,50,0.01,32,20.83801842,20.29637337
552,4,5,32,3,80,50,0.003,64,96.18804169,84.57843781
556,8,5,24,5,100,60,0.01,64,20.83801842,20.29637337
557,8,3,48,5,100,50,0.003,256,98.03781128,86.58150482
55,12,3,32,5,100,40,0.01,128,20.83801842,20.29637337
561,12,3,32,3,80,60,0.03,64,20.83801842,20.29637337
564,4,5,32,3,80,50,0.01,64,64.60398102,63.78129578
566,4,5,48,5,120,40,0.001,128,95.59529877,86.58150482
567,8,5,24,5,80,60,0.001,32,95.48287964,85.4164505
568,4,3,32,3,120,40,0.003,256,95.64640045,86.16249847
569,8,5,24,3,80,40,0.003,256,94.62442017,86.07051086
56,12,5,24,5,120,40,0.03,256,20.83801842,20.29637337
573,8,5,48,5,100,60,0.01,128,20.83801842,20.29637337
574,8,5,48,3,120,40,0.03,32,20.83801842,20.29637337
575,4,5,32,5,120,60,0.001,32,97.24067688,85.76392365
576,12,3,32,5,100,60,0.001,256,90.89933777,86.27490997
577,4,5,32,5,100,60,0.001,128,93.77619171,86.17271423
579,12,3,24,5,100,40,0.01,64,55.85589981,55.60551834
57,4,5,32,5,80,50,0.001,256,90.38835144,85.304039
580,4,3,24,5,100,60,0.001,32,96.72969055,85.81502533
581,4,5,24,5,80,40,0.003,256,94.72151184,85.9887619
582,12,3,48,5,100,40,0.001,32,98.64588165,87.27644348
584,4,3,24,5,120,40,0.001,128,90.4343338,84.82370758
585,8,3,24,5,120,40,0.001,32,97.82830811,86.98007202
586,12,5,24,3,80,50,0.03,256,20.83801842,20.29637337
588,4,5,48,3,80,60,0.03,64,20.83801842,20.29637337
58,12,3,24,3,100,60,0.001,64,95.42156219,87.46039581
591,8,3,48,5,80,50,0.003,128,98.06846619,85.7741394
592,8,3,24,5,120,60,0.01,128,69.38170624,68.9524765
595,8,5,32,5,100,40,0.003,256,96.83188629,86.53040314
597,12,5,24,3,80,60,0.03,64,20.83801842,20.29637337
59,8,5,32,3,80,40,0.003,256,95.95809937,85.29381561
601,8,5,32,3,120,40,0.001,32,98.13490295,86.5406189
604,12,5,24,3,80,40,0.001,32,95.87634277,85.87634277
605,8,3,48,5,120,50,0.003,32,80.63873291,78.4772644
606,8,3,24,3,120,60,0.01,64,60.32703018,59.37659836
607,12,5,24,5,120,60,0.01,128,20.83801842,20.29637337
608,4,3,48,3,80,50,0.01,256,90.62850952,82.29943848
609,4,5,32,5,80,50,0.001,64,95.78436279,86.27490997
60,12,3,48,5,80,40,0.003,256,96.64282227,86.68370056
612,4,5,32,5,120,60,0.001,256,91.84976959,85.92743683
613,4,5,24,5,120,40,0.03,128,20.83801842,20.29637337
614,12,5,24,5,120,40,0.003,128,95.3398056,85.64128876
615,12,5,32,3,80,40,0.03,64,20.83801842,20.29637337
616,8,5,24,5,80,50,0.03,32,2.631578922,2.667347908
617,4,3,48,3,120,40,0.01,32,20.83801842,20.29637337
618,4,3,24,5,120,60,0.01,64,63.64844513,63.21921539
61,8,5,48,5,80,50,0.03,256,20.83801842,20.29637337
620,4,5,24,5,120,50,0.03,64,20.83801842,20.29637337
621,4,3,48,3,100,60,0.003,256,96.67858887,86.03985596
622,8,3,48,3,80,40,0.001,64,97.45528412,87.14358521
623,12,3,48,3,120,40,0.01,64,20.83801842,20.29637337
626,8,3,32,3,120,40,0.001,256,89.64741516,85.61062622
629,8,3,32,3,100,50,0.03,64,7.531936646,7.511497498
62,8,3,32,3,120,60,0.03,128,20.83801842,20.29637337
630,8,3,24,3,120,60,0.01,128,74.82370758,73.69443512
634,8,5,48,3,120,40,0.01,128,20.83801842,20.29637337
635,8,5,32,3,120,50,0.03,32,20.83801842,20.29637337
637,4,3,32,3,80,50,0.03,128,20.83801842,20.29637337
63,8,3,24,5,80,40,0.03,128,20.83801842,20.29637337
643,12,5,48,3,80,40,0.01,32,20.83801842,20.29637337
649,12,3,24,3,120,40,0.001,128,93.52580261,87.23556519
64,4,5,32,3,80,40,0.03,128,20.83801842,20.29637337
650,12,3,32,5,80,60,0.03,256,20.83801842,20.29637337
651,8,3,24,5,80,50,0.003,32,89.43791199,84.19008636
652,8,3,32,3,120,50,0.003,128,97.7925415,86.70413971
654,4,3,24,3,80,50,0.003,32,95.85590363,84.11855316
657,12,3,48,3,120,60,0.03,64,20.83801842,20.29637337
658,4,3,32,3,120,60,0.03,64,20.83801842,20.29637337
659,8,5,24,5,100,50,0.003,64,92.18702698,84.31272888
65,8,3,48,5,100,60,0.01,128,20.83801842,20.29637337
660,4,5,24,5,100,50,0.03,256,20.83801842,20.29637337
661,8,5,32,5,100,50,0.003,32,82.19724274,80.03066254
662,4,3,48,3,100,40,0.001,128,92.51916504,85.72304535
663,4,5,24,5,100,40,0.001,32,96.89320374,86.00920105
664,12,5,32,5,100,50,0.01,32,20.83801842,20.29637337
666,8,3,48,5,100,40,0.003,128,97.8334198,85.80480194
667,12,5,32,3,120,50,0.003,256,97.28666687,86.84721375
669,8,3,32,3,80,50,0.001,128,92.64179993,86.67347717
66,12,5,24,5,80,60,0.003,32,80.7562561,78.22177124
670,12,5,24,3,120,60,0.03,64,20.83801842,20.29637337
673,4,3,32,3,100,40,0.01,64,67.28155518,67.19468689
674,4,3,48,3,100,60,0.03,256,20.83801842,20.29637337
675,12,5,24,3,100,40,0.003,128,95.9938736,85.42667389
678,8,5,24,5,80,50,0.001,256,90.36790466,85.57997131
67,8,5,48,5,100,50,0.003,64,84.00102234,80.21461487
680,8,3,24,3,100,40,0.001,64,95.19673157,86.89831543
682,8,5,24,5,120,40,0.001,256,91.42053986,85.72304535
683,4,5,32,5,100,50,0.03,128,20.83801842,20.29637337
685,12,5,32,5,100,50,0.001,64,96.63259888,86.66326141
686,12,5,24,5,120,40,0.001,256,90.70516205,85.64128876
688,8,3,48,3,100,40,0.01,32,20.83801842,20.29637337
68,12,3,24,3,80,40,0.03,128,20.83801842,20.29637337
691,4,3,48,5,100,60,0.001,64,97.34287262,85.93766022
696,8,5,32,5,120,60,0.001,128,95.64640045,86.99028778
69,8,3,24,3,100,50,0.03,128,20.83801842,20.29637337
6,12,5,32,3,100,60,0.001,256,91.7271347,86.1420517
700,12,5,32,3,80,40,0.03,64,20.83801842,20.29637337
701,12,5,24,5,80,60,0.03,256,20.83801842,20.29637337
703,8,3,24,3,100,40,0.003,256,94.5426712,86.65304565
704,12,5,24,5,100,60,0.01,256,20.83801842,20.29637337
705,12,3,32,5,100,40,0.003,64,89.06489563,84.23096466
706,12,5,32,5,80,40,0.01,256,20.83801842,20.29637337
707,4,3,24,3,80,60,0.03,64,20.83801842,20.29637337
708,8,3,32,3,120,40,0.003,64,96.83188629,85.33469391
709,4,5,32,5,120,60,0.03,32,5.237608433,5.00766468
70,4,3,48,5,120,60,0.01,128,20.83801842,20.29637337
710,8,5,48,3,80,50,0.01,128,20.83801842,20.29637337
711,4,3,24,3,80,40,0.01,32,60.26571274,59.85692215
712,4,5,32,5,100,50,0.003,64,94.39958954,84.47624207
713,8,3,48,5,120,60,0.03,32,20.83801842,20.29637337
715,8,5,32,3,80,40,0.01,128,20.83801842,20.29637337
716,12,3,32,3,80,50,0.001,128,93.44915771,87.14358521
718,8,3,32,3,120,60,0.01,32,20.83801842,20.29637337
719,8,3,24,5,80,40,0.03,64,20.83801842,20.29637337
71,8,5,48,5,80,40,0.003,128,95.32447815,85.12007904
720,8,5,32,3,120,40,0.001,256,90.91466522,85.44711304
722,4,3,48,3,120,50,0.001,256,90.29637146,85.55953217
723,8,3,32,3,100,60,0.003,128,98.03269958,86.4282074
724,12,5,32,5,120,50,0.01,32,20.83801842,20.29637337
725,12,3,48,5,120,60,0.001,256,92.4118576,86.93919373
729,4,5,32,3,80,40,0.003,256,95.69749451,85.84568787
72,12,3,48,3,100,60,0.01,128,20.83801842,20.29637337
732,4,3,48,5,120,60,0.03,128,20.83801842,20.29637337
733,4,5,32,3,100,50,0.001,128,93.49003601,86.30557251
735,12,3,48,5,120,40,0.01,64,20.83801842,20.29637337
738,4,3,48,3,80,60,0.01,128,73.98568726,72.81552887
73,8,5,32,3,100,40,0.01,128,20.83801842,20.29637337
740,4,3,24,3,100,60,0.01,256,94.28206635,84.64997101
742,8,5,48,3,100,50,0.003,32,82.89729309,80.05110168
743,12,5,48,3,100,40,0.003,64,90.98620605,83.51558685
744,4,5,24,5,100,60,0.001,32,97.53193665,86.50996399
745,4,5,48,5,80,60,0.001,64,96.59172058,86.01941681
746,4,3,48,5,120,50,0.01,128,66.0602951,65.19161987
747,8,3,32,3,80,40,0.03,256,20.83801842,20.29637337
748,4,5,32,3,120,40,0.03,64,8.094021797,8.359733582
749,4,5,24,5,80,60,0.001,64,94.60398865,86.12161255
74,8,3,32,5,80,50,0.01,256,74.368927,74.09300232
750,12,5,32,5,80,50,0.001,32,97.26111603,86.50996399
751,4,3,48,3,100,60,0.01,256,88.11445618,82.68778992
752,12,5,24,3,100,60,0.001,256,91.02197266,86.09095764
753,4,3,32,3,80,40,0.001,256,88.33929443,84.77261353
754,8,3,48,3,100,50,0.03,128,20.83801842,20.29637337
756,8,3,32,3,120,40,0.01,256,88.50281525,82.50382996
757,4,3,48,5,100,40,0.01,128,57.70056152,57.70056152
758,4,3,48,3,120,40,0.001,64,97.19468689,86.76545715
759,12,3,32,5,100,60,0.003,128,95.12008667,85.53909302
75,12,3,32,5,100,50,0.03,64,20.83801842,20.29637337
766,12,5,24,5,100,50,0.03,32,20.83801842,20.29637337
769,8,5,32,5,120,40,0.01,128,20.83801842,20.29637337
76,4,3,48,5,120,40,0.01,64,20.83801842,20.29637337
771,4,5,48,5,120,50,0.001,256,93.08124542,86.40776825
774,12,3,48,3,80,60,0.001,32,98.41083527,86.61215973
775,8,5,48,3,80,40,0.003,256,97.17424774,85.78436279
776,12,3,32,5,100,60,0.003,256,96.22891998,86.27490997
778,8,5,48,5,120,60,0.001,128,96.48441315,86.65304565
779,4,3,48,5,120,50,0.001,256,89.15176392,85.18139648
77,12,5,24,5,120,50,0.001,128,95.0178833,87.27644348
780,4,3,32,5,120,40,0.001,256,89.04956818,85.14051819
781,8,3,48,3,80,50,0.03,256,20.83801842,20.29637337
782,8,5,48,5,80,50,0.03,128,20.83801842,20.29637337
783,4,3,32,3,120,60,0.01,32,20.83801842,20.29637337
784,12,5,24,5,120,40,0.003,256,94.57843781,86.34645081
786,8,5,24,3,100,60,0.003,128,96.54573059,85.53909302
787,8,5,32,3,120,50,0.01,64,20.83801842,20.29637337
788,8,5,48,3,100,40,0.01,256,70.88401031,69.69851685
789,8,5,24,3,120,40,0.001,128,91.7322464,84.75217438
78,8,5,32,3,120,60,0.003,128,90.15840149,80.89933777
790,4,5,24,5,80,60,0.01,128,71.08840179,70.06642914
791,4,3,24,3,100,40,0.01,256,93.19877625,84.28206635
793,4,5,32,3,100,40,0.003,64,97.17935181,84.91568756
796,4,5,24,5,80,50,0.03,256,20.83801842,20.29637337
797,4,5,48,5,80,50,0.03,128,20.83801842,20.29637337
